66033 silly lifecycle archy@1.0.0~preinstall: no script for preinstall, continuing
68700 verbose linkMans is-my-json-valid@2.16.0
68701 silly build assert-plus@1.0.0
68702 info linkStuff assert-plus@1.0.0
68703 silly linkStuff assert-plus@1.0.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules/jsprim/node_modules as its parent node_modules
68704 verbose linkBins assert-plus@1.0.0
68705 verbose linkMans assert-plus@1.0.0
68706 silly build karma-edge-launcher@0.2.0
68707 info linkStuff karma-edge-launcher@0.2.0
68708 silly linkStuff karma-edge-launcher@0.2.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68709 verbose linkBins karma-edge-launcher@0.2.0
68710 verbose linkMans karma-edge-launcher@0.2.0
68711 silly build xtend@4.0.1
68712 info linkStuff xtend@4.0.1
68713 silly linkStuff xtend@4.0.1 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules/karma-electron/node_modules as its parent node_modules
68714 verbose linkBins xtend@4.0.1
68715 verbose linkMans xtend@4.0.1
68716 silly build karma-firefox-launcher@1.0.1
68717 info linkStuff karma-firefox-launcher@1.0.1
68718 silly linkStuff karma-firefox-launcher@1.0.1 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68719 verbose linkBins karma-firefox-launcher@1.0.1
68720 verbose linkMans karma-firefox-launcher@1.0.1
68721 silly build karma-jasmine@1.1.0
68722 info linkStuff karma-jasmine@1.1.0
68723 silly linkStuff karma-jasmine@1.1.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68724 verbose linkBins karma-jasmine@1.1.0
68725 verbose linkMans karma-jasmine@1.1.0
68726 silly build karma-requirejs@1.1.0
68727 info linkStuff karma-requirejs@1.1.0
68728 silly linkStuff karma-requirejs@1.1.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68729 verbose linkBins karma-requirejs@1.1.0
68730 verbose linkMans karma-requirejs@1.1.0
68731 silly build karma-safari-launcher@1.0.0
68732 info linkStuff karma-safari-launcher@1.0.0
68733 silly linkStuff karma-safari-launcher@1.0.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68734 verbose linkBins karma-safari-launcher@1.0.0
68735 verbose linkMans karma-safari-launcher@1.0.0
68736 silly build karma-spec-reporter@0.0.31
68737 info linkStuff karma-spec-reporter@0.0.31
68738 silly linkStuff karma-spec-reporter@0.0.31 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68739 verbose linkBins karma-spec-reporter@0.0.31
68740 verbose linkMans karma-spec-reporter@0.0.31
68741 silly build lodash@3.10.1
68742 info linkStuff lodash@3.10.1
68743 silly linkStuff lodash@3.10.1 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules/karma/node_modules as its parent node_modules
68744 verbose linkBins lodash@3.10.1
68745 verbose linkMans lodash@3.10.1
68746 silly build keypress@0.1.0
68747 info linkStuff keypress@0.1.0
68748 silly linkStuff keypress@0.1.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68749 verbose linkBins keypress@0.1.0
68750 verbose linkMans keypress@0.1.0
68751 silly build kind-of@3.2.2
68752 info linkStuff kind-of@3.2.2
68753 silly linkStuff kind-of@3.2.2 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68754 verbose linkBins kind-of@3.2.2
68755 verbose linkMans kind-of@3.2.2
68756 silly build is-number@2.1.0
68757 info linkStuff is-number@2.1.0
68758 silly linkStuff is-number@2.1.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68759 verbose linkBins is-number@2.1.0
68760 verbose linkMans is-number@2.1.0
68761 silly build klaw@1.3.1
68762 info linkStuff klaw@1.3.1
68763 silly linkStuff klaw@1.3.1 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68764 verbose linkBins klaw@1.3.1
68765 verbose linkMans klaw@1.3.1
68766 silly build lcid@1.0.0
68767 info linkStuff lcid@1.0.0
68768 silly linkStuff lcid@1.0.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68769 verbose linkBins lcid@1.0.0
68770 verbose linkMans lcid@1.0.0
68771 silly build path-exists@3.0.0
68772 info linkStuff path-exists@3.0.0
68773 silly linkStuff path-exists@3.0.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules/locate-path/node_modules as its parent node_modules
68774 verbose linkBins path-exists@3.0.0
68775 verbose linkMans path-exists@3.0.0
68776 silly build lodash@4.17.4
68777 info linkStuff lodash@4.17.4
68778 silly linkStuff lodash@4.17.4 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68779 verbose linkBins lodash@4.17.4
68780 verbose linkMans lodash@4.17.4
68781 silly build karma-ie-launcher@1.0.0
68782 info linkStuff karma-ie-launcher@1.0.0
68783 silly linkStuff karma-ie-launcher@1.0.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68784 verbose linkBins karma-ie-launcher@1.0.0
68785 verbose linkMans karma-ie-launcher@1.0.0
68786 silly build combine-lists@1.0.1
68787 info linkStuff combine-lists@1.0.1
68788 silly linkStuff combine-lists@1.0.1 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68789 verbose linkBins combine-lists@1.0.1
68790 verbose linkMans combine-lists@1.0.1
68791 silly build lodash._basecopy@3.0.1
68792 info linkStuff lodash._basecopy@3.0.1
68793 silly linkStuff lodash._basecopy@3.0.1 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68794 verbose linkBins lodash._basecopy@3.0.1
68795 verbose linkMans lodash._basecopy@3.0.1
68796 silly build lodash._basetostring@3.0.1
68797 info linkStuff lodash._basetostring@3.0.1
68798 silly linkStuff lodash._basetostring@3.0.1 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68799 verbose linkBins lodash._basetostring@3.0.1
68800 verbose linkMans lodash._basetostring@3.0.1
68801 silly build lodash._basevalues@3.0.0
68802 info linkStuff lodash._basevalues@3.0.0
68803 silly linkStuff lodash._basevalues@3.0.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68804 verbose linkBins lodash._basevalues@3.0.0
68805 verbose linkMans lodash._basevalues@3.0.0
68806 silly build lodash._getnative@3.9.1
68807 info linkStuff lodash._getnative@3.9.1
68808 silly linkStuff lodash._getnative@3.9.1 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68809 verbose linkBins lodash._getnative@3.9.1
68810 verbose linkMans lodash._getnative@3.9.1
68811 silly build lodash._isiterateecall@3.0.9
68812 info linkStuff lodash._isiterateecall@3.0.9
68813 silly linkStuff lodash._isiterateecall@3.0.9 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68814 verbose linkBins lodash._isiterateecall@3.0.9
68815 verbose linkMans lodash._isiterateecall@3.0.9
68816 silly build lodash._reescape@3.0.0
68817 info linkStuff lodash._reescape@3.0.0
68818 silly linkStuff lodash._reescape@3.0.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68819 verbose linkBins lodash._reescape@3.0.0
68820 verbose linkMans lodash._reescape@3.0.0
68821 silly build lodash._reevaluate@3.0.0
68822 info linkStuff lodash._reevaluate@3.0.0
68823 silly linkStuff lodash._reevaluate@3.0.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68824 verbose linkBins lodash._reevaluate@3.0.0
68825 verbose linkMans lodash._reevaluate@3.0.0
68826 silly build lodash._reinterpolate@3.0.0
68827 info linkStuff lodash._reinterpolate@3.0.0
68828 silly linkStuff lodash._reinterpolate@3.0.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68829 verbose linkBins lodash._reinterpolate@3.0.0
68830 verbose linkMans lodash._reinterpolate@3.0.0
68831 silly build lodash._root@3.0.1
68832 info linkStuff lodash._root@3.0.1
68833 silly linkStuff lodash._root@3.0.1 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68834 verbose linkBins lodash._root@3.0.1
68835 verbose linkMans lodash._root@3.0.1
68836 silly build lodash.escape@3.2.0
68837 info linkStuff lodash.escape@3.2.0
68838 silly linkStuff lodash.escape@3.2.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68839 verbose linkBins lodash.escape@3.2.0
68840 verbose linkMans lodash.escape@3.2.0
68841 silly build lodash.isarguments@3.1.0
68842 info linkStuff lodash.isarguments@3.1.0
68843 silly linkStuff lodash.isarguments@3.1.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68844 verbose linkBins lodash.isarguments@3.1.0
68845 verbose linkMans lodash.isarguments@3.1.0
68846 silly build lodash.isarray@3.0.4
68847 info linkStuff lodash.isarray@3.0.4
68848 silly linkStuff lodash.isarray@3.0.4 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68849 verbose linkBins lodash.isarray@3.0.4
68850 verbose linkMans lodash.isarray@3.0.4
68851 silly build lodash.isplainobject@4.0.6
68852 info linkStuff lodash.isplainobject@4.0.6
68853 silly linkStuff lodash.isplainobject@4.0.6 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68854 verbose linkBins lodash.isplainobject@4.0.6
68855 verbose linkMans lodash.isplainobject@4.0.6
68856 silly build lodash.isstring@4.0.1
68857 info linkStuff lodash.isstring@4.0.1
68858 silly linkStuff lodash.isstring@4.0.1 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68859 verbose linkBins lodash.isstring@4.0.1
68860 verbose linkMans lodash.isstring@4.0.1
68861 silly build lodash.keys@3.1.2
68862 info linkStuff lodash.keys@3.1.2
68863 silly linkStuff lodash.keys@3.1.2 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68864 verbose linkBins lodash.keys@3.1.2
68865 verbose linkMans lodash.keys@3.1.2
68866 silly build lodash.mapvalues@4.6.0
68867 info linkStuff lodash.mapvalues@4.6.0
68868 silly linkStuff lodash.mapvalues@4.6.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68869 verbose linkBins lodash.mapvalues@4.6.0
68870 verbose linkMans lodash.mapvalues@4.6.0
68871 silly build lodash.restparam@3.6.1
68872 info linkStuff lodash.restparam@3.6.1
68873 silly linkStuff lodash.restparam@3.6.1 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68874 verbose linkBins lodash.restparam@3.6.1
68875 verbose linkMans lodash.restparam@3.6.1
68876 silly build lodash.templatesettings@3.1.1
68877 info linkStuff lodash.templatesettings@3.1.1
68878 silly linkStuff lodash.templatesettings@3.1.1 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68879 verbose linkBins lodash.templatesettings@3.1.1
68880 verbose linkMans lodash.templatesettings@3.1.1
68881 silly build lodash.template@3.6.2
68882 info linkStuff lodash.template@3.6.2
68883 silly linkStuff lodash.template@3.6.2 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68884 verbose linkBins lodash.template@3.6.2
68885 verbose linkMans lodash.template@3.6.2
68886 silly build isarray@0.0.1
68887 info linkStuff isarray@0.0.1
68888 silly linkStuff isarray@0.0.1 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules/log4js/node_modules as its parent node_modules
68889 verbose linkBins isarray@0.0.1
68890 verbose linkMans isarray@0.0.1
68891 silly build semver@4.3.6
68892 info linkStuff semver@4.3.6
68893 silly linkStuff semver@4.3.6 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules/log4js/node_modules as its parent node_modules
68894 verbose linkBins semver@4.3.6
68895 verbose link bins [ { semver: './bin/semver' },
68895 verbose link bins   '/mnt/c/Users/윤지영/Desktop/cesium/node_modules/log4js/node_modules/.bin',
68895 verbose link bins   false ]
68896 verbose linkMans semver@4.3.6
68897 silly gentlyRm /mnt/c/Users/윤지영/Desktop/cesium/node_modules/log4js/node_modules/.bin/semver is being purged
68898 verbose gentlyRm don't care about contents; nuking /mnt/c/Users/윤지영/Desktop/cesium/node_modules/log4js/node_modules/.bin/semver
68899 silly build lru-cache@2.7.3
68900 info linkStuff lru-cache@2.7.3
68901 silly linkStuff lru-cache@2.7.3 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68902 verbose linkBins lru-cache@2.7.3
68903 verbose linkMans lru-cache@2.7.3
68904 silly build map-cache@0.2.2
68905 info linkStuff map-cache@0.2.2
68906 silly linkStuff map-cache@0.2.2 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68907 verbose linkBins map-cache@0.2.2
68908 verbose linkMans map-cache@0.2.2
68909 silly build map-obj@1.0.1
68910 info linkStuff map-obj@1.0.1
68911 silly linkStuff map-obj@1.0.1 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68912 verbose linkBins map-obj@1.0.1
68913 verbose linkMans map-obj@1.0.1
68914 silly build camelcase-keys@2.1.0
68915 info linkStuff camelcase-keys@2.1.0
68916 silly linkStuff camelcase-keys@2.1.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68917 verbose linkBins camelcase-keys@2.1.0
68918 verbose linkMans camelcase-keys@2.1.0
68919 silly build map-stream@0.1.0
68920 info linkStuff map-stream@0.1.0
68921 silly linkStuff map-stream@0.1.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68922 verbose linkBins map-stream@0.1.0
68923 verbose linkMans map-stream@0.1.0
68924 silly build marked@0.3.6
68925 info linkStuff marked@0.3.6
68926 silly linkStuff marked@0.3.6 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68927 warn prefer global marked@0.3.6 should be installed with -g
68928 verbose linkBins marked@0.3.6
68929 verbose link bins [ { marked: './bin/marked' },
68929 verbose link bins   '/mnt/c/Users/윤지영/Desktop/cesium/node_modules/.bin',
68929 verbose link bins   false ]
68930 verbose linkMans marked@0.3.6
68931 silly gentlyRm /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.bin/marked is being purged
68932 verbose gentlyRm don't care about contents; nuking /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.bin/marked
68933 silly build media-typer@0.3.0
68934 info linkStuff media-typer@0.3.0
68935 silly linkStuff media-typer@0.3.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68936 verbose linkBins media-typer@0.3.0
68937 verbose linkMans media-typer@0.3.0
68938 silly build merge-descriptors@1.0.1
68939 info linkStuff merge-descriptors@1.0.1
68940 silly linkStuff merge-descriptors@1.0.1 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68941 verbose linkBins merge-descriptors@1.0.1
68942 verbose linkMans merge-descriptors@1.0.1
68943 silly build methods@1.1.2
68944 info linkStuff methods@1.1.2
68945 silly linkStuff methods@1.1.2 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68946 verbose linkBins methods@1.1.2
68947 verbose linkMans methods@1.1.2
68948 silly build mime@1.3.6
68949 info linkStuff mime@1.3.6
68950 silly linkStuff mime@1.3.6 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68951 verbose linkBins mime@1.3.6
68952 verbose link bins [ { mime: 'cli.js' },
68952 verbose link bins   '/mnt/c/Users/윤지영/Desktop/cesium/node_modules/.bin',
68952 verbose link bins   false ]
68953 verbose linkMans mime@1.3.6
68954 silly gentlyRm /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.bin/mime is being purged
68955 verbose gentlyRm don't care about contents; nuking /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.bin/mime
68956 silly build mime-db@1.28.0
68957 info linkStuff mime-db@1.28.0
68958 silly linkStuff mime-db@1.28.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68959 verbose linkBins mime-db@1.28.0
68960 verbose linkMans mime-db@1.28.0
68961 silly build compressible@2.0.10
68962 info linkStuff compressible@2.0.10
68963 silly linkStuff compressible@2.0.10 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68964 verbose linkBins compressible@2.0.10
68965 verbose linkMans compressible@2.0.10
68966 silly build mime-db@1.27.0
68967 info linkStuff mime-db@1.27.0
68968 silly linkStuff mime-db@1.27.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules/mime-types/node_modules as its parent node_modules
68969 verbose linkBins mime-db@1.27.0
68970 verbose linkMans mime-db@1.27.0
68971 silly build mime-types@2.1.15
68972 info linkStuff mime-types@2.1.15
68973 silly linkStuff mime-types@2.1.15 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68974 verbose linkBins mime-types@2.1.15
68975 verbose linkMans mime-types@2.1.15
68976 silly build form-data@2.1.4
68977 info linkStuff form-data@2.1.4
68978 silly linkStuff form-data@2.1.4 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68979 verbose linkBins form-data@2.1.4
68980 verbose linkMans form-data@2.1.4
68981 silly build mimic-fn@1.1.0
68982 info linkStuff mimic-fn@1.1.0
68983 silly linkStuff mimic-fn@1.1.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68984 verbose linkBins mimic-fn@1.1.0
68985 verbose linkMans mimic-fn@1.1.0
68986 silly build mem@1.1.0
68987 info linkStuff mem@1.1.0
68988 silly linkStuff mem@1.1.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68989 verbose linkBins mem@1.1.0
68990 verbose linkMans mem@1.1.0
68991 silly build minimatch@3.0.4
68992 info linkStuff minimatch@3.0.4
68993 silly linkStuff minimatch@3.0.4 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
68994 verbose linkBins minimatch@3.0.4
68995 verbose linkMans minimatch@3.0.4
68996 silly build minimist@1.2.0
68997 info linkStuff minimist@1.2.0
68998 silly linkStuff minimist@1.2.0 has /mnt/c/Users/윤지영/Desktop/cesium/node_modules as its parent node_modules
